,Rank,Deck,Player,Record,Player_Name,Archetype,Decklist
528,529,357990,872377,3-3-0,shuller,Four-Color Omnath,"Deck
2 Boseiju, Who Endures
1 Breeding Pool
1 Stomping Ground
4 Delighted Halfling
1 Steam Vents
4 Solitude
1 Plains
1 Island
2 Nissa, Resurgent Animist
1 Lightning Bolt
4 Leyline Binding
4 The One Ring
1 Raugrin Triome
1 Sacred Foundry
1 Forest
4 Windswept Heath
4 Teferi, Time Raveler
1 Temple Garden
1 Reprieve
4 Wrenn and Six
1 Zagoth Triome
4 Prismatic Ending
4 Flooded Strand
4 Omnath, Locus of Creation
3 Misty Rainforest
1 Elesh Norn, Mother of Machines

Sideboard
1 Boseiju, Who Endures
2 Chalice of the Void
1 Veil of Summer
2 Endurance
1 Supreme Verdict
2 Flusterstorm
2 Tishana's Tidebinder
1 Reprieve
2 Force of Vigor
1 Elesh Norn, Mother of Machines
"
529,530,360008,879731,3-5-0,Doriano Brovida,Hammer Time,"Deck
4 Sigarda's Aid
4 Puresteel Paladin
4 Stoneforge Mystic
4 Colossus Hammer
4 Esper Sentinel
3 Springleaf Drum
2 Giver of Runes
3 Surge of Salvation
2 Steelshaper's Gift
1 Shadowspear
1 Kaldra Compleat
1 Gingerbrute
1 Forge Anew
4 Ornithopter
4 Emeria's Call
4 Urza's Saga
3 Inkmoth Nexus
10 Snow-Covered Plains
1 Eiganjo, Seat of the Empire

Sideboard
4 Solitude
3 Drannith Magistrate
2 Sanctifier en-Vec
2 Cursed Totem
2 Blacksmith's Skill
1 Pithing Needle
1 Silence
"
530,531,358798,829623,3-4-0,Lino Torretta,Hardened Scales,"Deck
3 Agatha's Soul Cauldron
3 Ancient Stirrings
4 Arcbound Ravager
2 Boseiju, Who Endures
4 Cragcrown Pathway
2 Echoing Deeps
4 Forest
2 Gemstone Caverns
4 Hangarback Walker
4 Hardened Scales
4 Inkmoth Nexus
4 Patchwork Automaton
1 Pendelhaven
1 Pithing Needle
1 Shadowspear
1 Springleaf Drum
1 The Ozolith
4 Urza's Saga
4 Walking Ballista
3 Welding Jar
4 Zabaz, the Glimmerwasp

Sideboard
2 Chalice of the Void
2 Damping Sphere
2 Dismember
1 Haywire Mite
2 Nature's Claim
1 Pithing Needle
1 Tamiyo's Safekeeping
1 The One Ring
1 Veil of Summer
2 Void Mirror
"
531,532,359093,811672,3-4-0,Carlos Molina Ballester,Temur Rhinos,"Deck
1 Murktide Regent
4 Fire // Ice
4 Crashing Footfalls
4 Dead // Gone
4 Lórien Revealed
4 Violent Outburst
4 Shardless Agent
4 Force of Negation
3 Subtlety
3 Tishana's Tidebinder
3 Flame of Anor
2 Mutavault
1 Gemstone Caverns
1 Ketria Triome
4 Misty Rainforest
1 Breeding Pool
1 Steam Vents
1 Stomping Ground
4 Wooded Foothills
1 Scalding Tarn
1 Boseiju, Who Endures
1 Otawara, Soaring City
2 Island
1 Mountain
1 Forest

Sideboard
1 Flame of Anor
1 Tishana's Tidebinder
1 Brotherhood's End
2 Force of Vigor
1 Commandeer
4 Endurance
2 Mystical Dispute
1 Blood Moon
2 Magus of the Moon
"
532,533,360087,811874,3-4-0,Jacek Wrzosek,Hardened Scales,"Deck
4 Hardened Scales
4 Arcbound Ravager
4 Walking Ballista
4 Zabaz, the Glimmerwasp
4 Patchwork Automaton
4 Urza's Saga
4 Inkmoth Nexus
4 Cragcrown Pathway
2 Echoing Deeps
1 Pendelhaven
2 Boseiju, Who Endures
3 Welding Jar
3 Ancient Stirrings
1 Springleaf Drum
1 The Ozolith
1 Pithing Needle
3 Hangarback Walker
1 Steel Overseer
3 Agatha's Soul Cauldron
2 Gemstone Caverns
3 Forest
1 Haywire Mite
1 Basilisk Collar

Sideboard
1 The One Ring
2 Chalice of the Void
2 Damping Sphere
2 Tamiyo's Safekeeping
2 Nature's Claim
1 Bonecrusher Giant
1 Dismember
1 Void Mirror
1 Relic of Progenitus
1 Ancient Grudge
1 Phyrexian Metamorph
"
533,534,358136,810753,3-4-0,Thomas Duffy,Rakdos Grief,"Deck
3 Blackcleave Cliffs
4 Blood Crypt
2 Bloodstained Mire
4 Dauthi Voidwalker
4 Fable of the Mirror-Breaker
2 Fatal Push
4 Grief
2 Lightning Bolt
2 Molten Collapse
4 Not Dead After All
4 Orcish Bowmasters
4 Ragavan, Nimble Pilferer
2 Sheoldred, the Apocalypse
3 Swamp
1 Takenuma, Abandoned Mire
1 Terminate
4 Thoughtseize
1 Undying Evil
2 Verdant Catacombs
1 Castle Locthwain
2 Polluted Delta
2 Marsh Flats
1 Kolaghan's Command
1 Kroxa, Titan of Death's Hunger

Sideboard
1 Blood Moon
2 Magus of the Moon
2 Chalice of the Void
2 Engineered Explosives
3 Leyline of the Void
1 Hidetsugu Consumes All
2 Legion's End
1 Brotherhood's End
1 Kolaghan's Command
"
534,535,360015,879725,3-4-0,Marian Umbach,Rakdos Grief,"Deck
3 Swamp
4 Grief
4 Orcish Bowmasters
4 Blood Crypt
4 Not Dead After All
4 Thoughtseize
1 Undying Evil
3 Blackcleave Cliffs
2 Bloodstained Mire
2 Polluted Delta
1 Takenuma, Abandoned Mire
4 Dauthi Voidwalker
2 Verdant Catacombs
4 Fable of the Mirror-Breaker
2 Marsh Flats
2 Lightning Bolt
1 Mount Doom
1 Molten Collapse
2 Sheoldred, the Apocalypse
2 Fatal Push
1 Kolaghan's Command
1 Magus of the Moon
2 Terminate
4 Ragavan, Nimble Pilferer

Sideboard
2 Engineered Explosives
1 Hidetsugu Consumes All
3 Leyline of the Void
2 Blood Moon
1 Sheoldred, the Apocalypse
1 Kolaghan's Command
2 Legion's End
1 Bonecrusher Giant
2 Chalice of the Void
"
535,536,358786,793673,3-4-0,Lutansy,Dimir Control,"Deck
4 Orcish Bowmasters
2 Subtlety
2 Murktide Regent
1 Tishana's Tidebinder
2 Sheoldred, the Apocalypse
4 Fatal Push
2 Sheoldred's Edict
1 Damnation
4 Counterspell
4 Force of Negation
4 Preordain
3 Lórien Revealed
4 The One Ring
2 Archmage's Charm
1 Shadow of Doubt
4 Polluted Delta
2 Flooded Strand
2 Scalding Tarn
1 Sunken Ruins
1 Sunken Hollow
3 Watery Grave
4 Island
1 Swamp
1 Otawara, Soaring City
1 Minamo, School at Water's Edge

Sideboard
1 Chalice of the Void
1 Stone of Erech
1 Cursed Totem
1 Damnation
2 Dress Down
2 Stern Scolding
3 Flusterstorm
1 Change the Equation
1 Aether Gust
2 Engineered Explosives
"
536,537,357982,829625,3-4-0,Arge90,Rakdos Grief,"Deck
2 Lightning Bolt
4 Dauthi Voidwalker
4 Grief
1 Engineered Explosives
2 Magus of the Moon
3 Thoughtseize
1 Terminate
2 Molten Collapse
4 Ragavan, Nimble Pilferer
4 Orcish Bowmasters
4 Not Dead After All
3 Fable of the Mirror-Breaker
1 Undying Evil
1 Kroxa, Titan of Death's Hunger
1 Seasoned Pyromancer
1 Sheoldred, the Apocalypse
2 Fatal Push
1 Castle Locthwain
2 Swamp
1 Takenuma, Abandoned Mire
1 Polluted Delta
4 Bloodstained Mire
4 Blood Crypt
2 Marsh Flats
2 Verdant Catacombs
3 Blackcleave Cliffs

Sideboard
2 Engineered Explosives
2 Chalice of the Void
1 Blood Moon
3 Leyline of the Void
1 Sheoldred, the Apocalypse
2 Surgical Extraction
2 Brotherhood's End
2 Cursed Totem
"
537,538,357863,775562,3-4-0,Bartosz Kryda,Izzet Murktide,"Deck
4 Ragavan, Nimble Pilferer
4 Dragon's Rage Channeler
4 Expressive Iteration
4 Preordain
4 Murktide Regent
4 Spirebluff Canal
4 Unholy Heat
2 Spell Pierce
4 Mishra's Bauble
3 Lightning Bolt
3 Island
1 Otawara, Soaring City
2 Scalding Tarn
1 Polluted Delta
2 Subtlety
3 Steam Vents
2 Flooded Strand
4 Counterspell
2 Misty Rainforest
2 Stern Scolding
1 Force of Negation

Sideboard
3 Engineered Explosives
3 Flusterstorm
1 Cast into the Fire
2 Fable of the Mirror-Breaker
1 Magus of the Moon
2 Unlicensed Hearse
1 Blood Moon
1 Spell Snare
1 Brotherhood's End
"
538,539,357493,701599,3-4-0,Andreas Vellguth,Golgari Yawgmoth,"Deck
4 Yawgmoth, Thran Physician
4 Grist, the Hunger Tide
4 Delighted Halfling
1 Ignoble Hierarch
4 Young Wolf
4 Wall of Roots
1 Strangleroot Geist
4 Orcish Bowmasters
1 Fulminator Mage
1 Eldritch Evolution
1 Sheoldred, the Apocalypse
1 Haywire Mite
4 Chord of Calling
4 Verdant Catacombs
1 Misty Rainforest
2 Overgrown Tomb
1 Nurturing Peatland
2 Twilight Mire
3 Blooming Marsh
1 Dryad Arbor
1 Khalni Garden
2 Boseiju, Who Endures
1 Takenuma, Abandoned Mire
2 Forest
1 Swamp
1 Pendelhaven
3 Agatha's Soul Cauldron
1 Zulaport Cutthroat

Sideboard
2 Fatal Push
2 Legion's End
1 Soulless Jailer
1 Fulminator Mage
3 Endurance
2 Force of Vigor
3 Chalice of the Void
1 Reclamation Sage
"
539,540,359888,842889,3-4-0,Thomas Dall Jensen,Temur Rhinos,"Deck
1 Boseiju, Who Endures
2 Breeding Pool
4 Crashing Footfalls
4 Dead // Gone
4 Fire // Ice
3 Flame of Anor
4 Force of Negation
2 Forest
1 Gemstone Caverns
2 Island
1 Ketria Triome
4 Misty Rainforest
1 Mutavault
1 Mystical Dispute
1 Otawara, Soaring City
4 Shardless Agent
1 Steam Vents
1 Stomping Ground
4 Subtlety
3 Tishana's Tidebinder
4 Violent Outburst
4 Wooded Foothills
4 Lórien Revealed

Sideboard
1 Blood Moon
1 Brotherhood's End
3 Endurance
1 Flame of Anor
3 Force of Vigor
2 Magus of the Moon
3 Mystical Dispute
1 Tishana's Tidebinder
"
540,541,358890,758688,3-5-0,Matthieu Tassa,Golgari Yawgmoth,"Deck
3 Agatha's Soul Cauldron
1 Blood Artist
3 Blooming Marsh
2 Boseiju, Who Endures
4 Chord of Calling
4 Delighted Halfling
1 Dryad Arbor
1 Eldritch Evolution
1 Endurance
2 Forest
4 Grist, the Hunger Tide
1 Hapatra, Vizier of Poisons
1 Ignoble Hierarch
1 Khalni Garden
1 Misty Rainforest
1 Nurturing Peatland
4 Orcish Bowmasters
2 Overgrown Tomb
1 Pendelhaven
1 Sheoldred, the Apocalypse
1 Strangleroot Geist
1 Swamp
1 Takenuma, Abandoned Mire
2 Twilight Mire
4 Verdant Catacombs
4 Wall of Roots
4 Yawgmoth, Thran Physician
4 Young Wolf

Sideboard
1 Chalice of the Void
1 Endurance
2 Fatal Push
2 Force of Vigor
1 Fulminator Mage
1 Haywire Mite
1 Legion's End
1 Maelstrom Pulse
1 Reclamation Sage
1 Soulless Jailer
1 Tear Asunder
2 Thoughtseize
"
541,542,358905,761024,3-4-0,Daniel Fernández Calvo,Hardened Scales,"Deck
3 Hangarback Walker
4 Walking Ballista
4 Arcbound Ravager
4 Patchwork Automaton
4 Zabaz, the Glimmerwasp
3 Agatha's Soul Cauldron
1 Pithing Needle
1 Animation Module
1 Shadowspear
1 The Ozolith
1 Springleaf Drum
3 Ancient Stirrings
4 Hardened Scales
3 Welding Jar
2 Cragcrown Pathway
1 Horizon Canopy
1 Grove of the Burnwillows
1 Stomping Ground
1 Pendelhaven
2 Boseiju, Who Endures
2 Gemstone Caverns
2 Echoing Deeps
3 Forest
4 Inkmoth Nexus
4 Urza's Saga

Sideboard
1 Pithing Needle
1 Void Mirror
2 Damping Sphere
1 The One Ring
1 Haywire Mite
1 Grafdigger's Cage
2 Chalice of the Void
2 Natural State
2 Tamiyo's Safekeeping
2 Dismember
"
542,543,359758,702810,3-4-0,Nicolo Botti,Rakdos Grief,"Deck
4 Bloodstained Mire
4 Fable of the Mirror-Breaker
4 Ragavan, Nimble Pilferer
3 Swamp
4 Grief
4 Dauthi Voidwalker
1 Molten Collapse
1 Castle Locthwain
4 Not Dead After All
2 Sheoldred, the Apocalypse
4 Orcish Bowmasters
3 Blackcleave Cliffs
4 Thoughtseize
1 Feign Death
2 Terminate
2 Fatal Push
4 Verdant Catacombs
4 Blood Crypt
2 Lightning Bolt
1 Takenuma, Abandoned Mire
1 Magus of the Moon
1 Kolaghan's Command

Sideboard
3 Leyline of the Void
1 Cursed Totem
1 Hidetsugu Consumes All
2 Legion's End
1 Magus of the Moon
1 Kolaghan's Command
2 Engineered Explosives
2 Chalice of the Void
1 Blood Moon
1 Bonecrusher Giant
"
543,544,359612,761021,3-5-0,Elmer van Eeghen,Izzet Murktide,"Deck
2 Polluted Delta
2 Flooded Strand
2 Misty Rainforest
3 Steam Vents
3 Island
4 Spirebluff Canal
1 Otawara, Soaring City
1 Fiery Islet
3 Murktide Regent
3 Dragon's Rage Channeler
3 Ledger Shredder
4 Ragavan, Nimble Pilferer
2 Subtlety
4 Preordain
4 Expressive Iteration
4 Counterspell
4 Unholy Heat
4 Mishra's Bauble
2 Spell Pierce
1 Spell Snare
1 Stern Scolding
3 Lightning Bolt

Sideboard
2 Cursed Totem
2 Engineered Explosives
1 Tishana's Tidebinder
2 Unlicensed Hearse
1 Magus of the Moon
1 Blood Moon
2 Flusterstorm
1 Brotherhood's End
1 Stern Scolding
1 Force of Negation
1 Narset, Parter of Veils
"
544,545,358039,810763,3-4-0,Benoît Lebrun,Izzet Murktide,"Deck
3 Snow-Covered Island
3 Steam Vents
4 Spirebluff Canal
2 Flooded Strand
2 Misty Rainforest
1 Otawara, Soaring City
2 Polluted Delta
4 Dragon's Rage Channeler
3 Murktide Regent
4 Ragavan, Nimble Pilferer
2 Subtlety
4 Expressive Iteration
4 Counterspell
3 Lightning Bolt
4 Mishra's Bauble
4 Preordain
4 Unholy Heat
2 Spell Pierce
1 Stern Scolding
2 Ledger Shredder
1 Scalding Tarn
1 Spell Snare

Sideboard
2 Fable of the Mirror-Breaker
2 Flusterstorm
2 Engineered Explosives
1 Chalice of the Void
1 Cast into the Fire
1 Magus of the Moon
1 Stern Scolding
1 Unlicensed Hearse
1 Cursed Totem
1 Brazen Borrower
1 Mystical Dispute
1 Blood Moon
"
545,546,359780,669774,3-4-0,DavidB6,Izzet Murktide,"Deck
4 Ragavan, Nimble Pilferer
4 Dragon's Rage Channeler
4 Murktide Regent
2 Subtlety
4 Preordain
3 Lightning Bolt
4 Unholy Heat
1 Spell Snare
2 Spell Pierce
4 Counterspell
4 Expressive Iteration
4 Mishra's Bauble
2 Scalding Tarn
1 Flooded Strand
1 Misty Rainforest
4 Spirebluff Canal
3 Steam Vents
1 Fiery Islet
1 Otawara, Soaring City
1 Stern Scolding
1 Brazen Borrower
3 Snow-Covered Island
2 Polluted Delta

Sideboard
3 Magus of the Moon
2 Flusterstorm
2 Stern Scolding
1 Cast into the Fire
1 Mystical Dispute
3 Engineered Explosives
1 Cursed Totem
1 Unlicensed Hearse
1 Dress Down
"
546,547,359065,680150,3-4-0,Aitor Santamarina Artigas,Rakdos Grief,"Deck
3 Marsh Flats
4 Blood Crypt
3 Blackcleave Cliffs
3 Swamp
4 Bloodstained Mire
1 Verdant Catacombs
1 Castle Locthwain
1 Takenuma, Abandoned Mire
1 Magus of the Moon
4 Dauthi Voidwalker
4 Fable of the Mirror-Breaker
2 Fatal Push
4 Grief
1 Kolaghan's Command
2 Lightning Bolt
1 Molten Collapse
4 Not Dead After All
4 Orcish Bowmasters
4 Ragavan, Nimble Pilferer
1 Kroxa, Titan of Death's Hunger
1 Sheoldred, the Apocalypse
2 Terminate
4 Thoughtseize
1 Undying Evil

Sideboard
2 Blood Moon
1 Brotherhood's End
2 Chalice of the Void
2 Cursed Totem
2 Engineered Explosives
1 Hidetsugu Consumes All
3 Leyline of the Void
1 Sheoldred, the Apocalypse
1 Legion's End
"
547,548,359878,876425,3-4-0,JBudde,Five-Color Creativity,"Deck
4 Arid Mesa
1 Bloodstained Mire
4 Scalding Tarn
4 Wooded Foothills
4 Dwarven Mine
1 Raugrin Triome
1 Savai Triome
1 Ketria Triome
1 Mountain
1 Sacred Foundry
1 Steam Vents
1 Blood Crypt
1 Stomping Ground
3 Spell Pierce
1 Stern Scolding
4 Lightning Bolt
3 Reprieve
4 Wrenn and Six
4 Fable of the Mirror-Breaker
4 Teferi, Time Raveler
1 Transmogrify
4 Leyline Binding
3 Archon of Cruelty
4 Indomitable Creativity

Sideboard
3 Silence
2 Flusterstorm
2 Boseiju, Who Endures
1 Hidetsugu Consumes All
2 Terastodon
2 Veil of Summer
1 Celestial Purge
1 Plains
1 Elesh Norn, Grand Cenobite
"
548,549,360013,879728,3-4-0,Damien Jantzen,Four-Color Omnath,"Deck
2 Boseiju, Who Endures
1 Breeding Pool
4 Delighted Halfling
1 Elesh Norn, Mother of Machines
4 Flooded Strand
1 Forest
1 Hallowed Fountain
1 Indatha Triome
1 Island
4 Leyline Binding
2 Lightning Bolt
3 Misty Rainforest
1 Nissa, Resurgent Animist
4 Omnath, Locus of Creation
1 Plains
4 Prismatic Ending
1 Raugrin Triome
1 Sacred Foundry
4 Solitude
1 Steam Vents
1 Stomping Ground
4 Teferi, Time Raveler
1 Temple Garden
4 The One Ring
4 Windswept Heath
4 Wrenn and Six

Sideboard
1 Boseiju, Who Endures
4 Chalice of the Void
4 Cursed Totem
2 Dovin's Veto
2 Endurance
2 Flusterstorm
"
549,550,358792,815844,3-4-0,OlivierD,Grixis Wizards,"Deck
4 Polluted Delta
4 Scalding Tarn
2 Steam Vents
2 Watery Grave
1 Swamp
1 Sulfur Falls
1 Otawara, Soaring City
1 Mount Doom
1 Minamo, School at Water's Edge
1 Xander's Lounge
4 Lightning Bolt
2 Spell Pierce
1 Fatal Push
1 Stern Scolding
4 Preordain
4 Snapcaster Mage
4 Orcish Bowmasters
4 Counterspell
1 Terminate
4 Flame of Anor
3 Tishana's Tidebinder
3 The One Ring
1 Sheoldred, the Apocalypse
1 Lórien Revealed
1 Murktide Regent
2 Island
2 Subtlety

Sideboard
1 Chalice of the Void
2 Engineered Explosives
2 Alpine Moon
2 Flusterstorm
2 Cursed Totem
3 Leyline of the Void
1 Stern Scolding
1 Aether Gust
1 Cast into the Fire
"
550,551,358291,766949,3-4-0,Alessio Ciocia,Amulet Titan,"Deck
4 Amulet of Vigor
4 Arboreal Grazer
1 Azusa, Lost but Seeking
1 Boros Garrison
3 Boseiju, Who Endures
1 Cavern of Souls
1 Crumbling Vestige
1 Cultivator Colossus
4 Dryad of the Ilysian Grove
1 Expedition Map
4 Forest
2 Golgari Rot Farm
1 Gruul Turf
4 Primeval Titan
2 Selesnya Sanctuary
4 Simic Growth Chamber
1 Slayers' Stronghold
2 Spelunking
4 Summoner's Pact
1 Sunhome, Fortress of the Legion
2 The Mycosynth Gardens
3 The One Ring
2 Tolaria West
4 Urza's Saga
2 Valakut, the Molten Pinnacle
1 Vesuva

Sideboard
1 Bojuka Bog
2 Cursed Totem
2 Defense Grid
2 Dismember
1 Endurance
2 Engineered Explosives
1 Force of Vigor
1 Haywire Mite
1 Relic of Progenitus
1 Tear Asunder
1 Thornscape Battlemage
"
551,552,359681,758693,3-6-0,Michele Carretta,Rakdos Death's Shadow,"Deck
3 Bloodstained Mire
2 Marsh Flats
4 Polluted Delta
3 Verdant Catacombs
2 Swamp
4 Blood Crypt
4 Mishra's Bauble
4 Street Wraith
4 Lightning Bolt
1 Fatal Push
1 Temur Battle Rage
4 Thoughtseize
1 Inquisition of Kozilek
2 Bitter Triumph
4 Dragon's Rage Channeler
4 Ragavan, Nimble Pilferer
4 Death's Shadow
4 Scourge of the Skyclaves
1 Gurmag Angler
4 Inti, Seneschal of the Sun

Sideboard
3 Leyline of the Void
2 Chalice of the Void
2 Legion's End
2 Kolaghan's Command
2 Fable of the Mirror-Breaker
2 Magus of the Moon
2 Blood Moon
"
552,553,357850,811877,3-4-0,Marcin Lewandowski,Hammer Time,"Deck
4 Colossus Hammer
1 Eiganjo, Seat of the Empire
4 Emeria's Call
4 Esper Sentinel
1 Forge Anew
1 Gingerbrute
2 Giver of Runes
1 Horizon Canopy
3 Inkmoth Nexus
1 Kaldra Compleat
3 Ornithopter
1 Paradise Mantle
1 Pithing Needle
7 Plains
4 Puresteel Paladin
1 Shadowspear
4 Sigarda's Aid
1 Silent Clearing
2 Solitude
2 Springleaf Drum
1 Steelshaper's Gift
4 Stoneforge Mystic
1 Sunbaked Canyon
2 Surge of Salvation
4 Urza's Saga

Sideboard
3 Cursed Totem
4 Drannith Magistrate
1 Pithing Needle
2 Solitude
2 Surge of Salvation
3 March of Otherworldly Light
"
553,554,359823,743162,3-4-0,Guido Citino,Izzet Murktide,"Deck
4 Counterspell
4 Dragon's Rage Channeler
4 Expressive Iteration
2 Flooded Strand
1 Force of Negation
3 Island
3 Lightning Bolt
4 Mishra's Bauble
2 Polluted Delta
3 Murktide Regent
1 Otawara, Soaring City
4 Preordain
4 Ragavan, Nimble Pilferer
3 Scalding Tarn
2 Spell Pierce
4 Spirebluff Canal
3 Steam Vents
1 Stern Scolding
2 Subtlety
4 Unholy Heat
2 Ledger Shredder

Sideboard
1 Cast into the Fire
1 Cursed Totem
2 Dress Down
2 Engineered Explosives
1 Fable of the Mirror-Breaker
3 Flusterstorm
2 Magus of the Moon
1 Blood Moon
1 Stern Scolding
1 Unlicensed Hearse
"
554,555,359420,813060,3-4-0,Charlie Kolb,Temur Rhinos,"Deck
2 Boseiju, Who Endures
1 Breeding Pool
4 Crashing Footfalls
3 Dead // Gone
1 Dismember
1 Ertai's Scorn
4 Fire // Ice
2 Flame of Anor
4 Force of Negation
1 Forest
1 Gemstone Caverns
2 Island
1 Ketria Triome
4 Lórien Revealed
2 Misty Rainforest
1 Murktide Regent
2 Mutavault
1 Otawara, Soaring City
2 Scalding Tarn
4 Shardless Agent
2 Steam Vents
1 Stomping Ground
3 Subtlety
3 Tishana's Tidebinder
4 Violent Outburst
4 Wooded Foothills

Sideboard
1 Brotherhood's End
3 Endurance
2 Flame of Anor
2 Force of Vigor
2 Magus of the Moon
4 Mystical Dispute
1 Tishana's Tidebinder
"
555,556,358515,708562,3-6-0,mileticm99,Rakdos Grief,"Deck
3 Blackcleave Cliffs
4 Blood Crypt
1 Takenuma, Abandoned Mire
1 Castle Locthwain
3 Swamp
2 Marsh Flats
2 Verdant Catacombs
4 Bloodstained Mire
4 Ragavan, Nimble Pilferer
4 Orcish Bowmasters
4 Dauthi Voidwalker
1 Kroxa, Titan of Death's Hunger
1 Bonecrusher Giant
1 Magus of the Moon
4 Grief
2 Sheoldred, the Apocalypse
4 Thoughtseize
1 Fatal Push
3 Lightning Bolt
1 Undying Evil
4 Not Dead After All
2 Terminate
1 Molten Collapse
4 Fable of the Mirror-Breaker

Sideboard
2 Cursed Totem
1 Blood Moon
1 Magus of the Moon
1 Hidetsugu Consumes All
2 Engineered Explosives
2 Chalice of the Void
1 Sheoldred, the Apocalypse
3 Leyline of the Void
1 Kolaghan's Command
1 Brotherhood's End
"
556,557,359872,761029,3-4-0,AlexRoebuck,Amulet Titan,"Deck
3 Forest
3 Boseiju, Who Endures
4 Simic Growth Chamber
2 Golgari Rot Farm
2 Selesnya Sanctuary
1 Gruul Turf
1 Boros Garrison
2 Tolaria West
1 Otawara, Soaring City
1 Valakut, the Molten Pinnacle
1 Crumbling Vestige
1 Radiant Fountain
1 Slayers' Stronghold
1 Sunhome, Fortress of the Legion
2 Vesuva
4 Urza's Saga
4 Amulet of Vigor
1 Expedition Map
4 The One Ring
4 Summoner's Pact
4 Arboreal Grazer
1 Azusa, Lost but Seeking
4 Dryad of the Ilysian Grove
4 Primeval Titan
1 Cultivator Colossus
3 The Mycosynth Gardens

Sideboard
1 Bojuka Bog
2 Spelunking
2 Generous Ent
3 Dismember
1 Stone of Erech
2 Engineered Explosives
4 Defense Grid
"
557,558,358493,857025,3-4-0,Murat Sezi,Four-Color Rhinos,"Deck
4 Violent Outburst
4 Crashing Footfalls
1 Xander's Lounge
4 Misty Rainforest
4 Leyline Binding
1 Breeding Pool
1 Hallowed Fountain
1 Forest
1 Island
1 Steam Vents
1 Temple Garden
1 Sacred Foundry
4 Force of Negation
1 Boseiju, Who Endures
2 Ardent Plea
2 Dismember
4 Wooded Foothills
4 Flooded Strand
4 Shardless Agent
2 Tishana's Tidebinder
2 Subtlety
1 Gemstone Caverns
4 Fire // Ice
2 Dead // Gone
1 Plains
3 Lórien Revealed

Sideboard
4 Mystical Dispute
2 Tishana's Tidebinder
3 Boseiju, Who Endures
2 Endurance
2 Murktide Regent
2 Force of Vigor
"
558,559,359893,872376,3-4-0,Pierluigi Aceto,Temur Rhinos,"Deck
1 Boseiju, Who Endures
1 Breeding Pool
4 Crashing Footfalls
4 Dead // Gone
4 Misty Rainforest
2 Gemstone Caverns
4 Force of Negation
4 Fire // Ice
1 Ketria Triome
4 Shardless Agent
3 Tishana's Tidebinder
1 Forest
2 Murktide Regent
1 Otawara, Soaring City
1 Mountain
1 Stomping Ground
1 Steam Vents
4 Violent Outburst
4 Wooded Foothills
2 Island
2 Flame of Anor
3 Subtlety
1 Scalding Tarn
1 Brazen Borrower
4 Lórien Revealed

Sideboard
4 Endurance
2 Force of Vigor
3 Mystical Dispute
2 Magus of the Moon
1 Boseiju, Who Endures
2 Nightpack Ambusher
1 Brotherhood's End
"
559,560,359328,791283,3-4-0,Andrea Piemonti,Izzet Murktide,"Deck
4 Ragavan, Nimble Pilferer
2 Stern Scolding
3 Lightning Bolt
1 Otawara, Soaring City
2 Ledger Shredder
2 Spell Pierce
4 Unholy Heat
4 Dragon's Rage Channeler
2 Subtlety
3 Murktide Regent
3 Steam Vents
4 Counterspell
4 Spirebluff Canal
4 Preordain
4 Expressive Iteration
4 Mishra's Bauble
3 Snow-Covered Island
4 Flooded Strand
3 Misty Rainforest

Sideboard
1 Ledger Shredder
1 Chalice of the Void
2 Engineered Explosives
1 Spell Snare
1 Cast into the Fire
2 Flusterstorm
1 Pithing Needle
1 Blood Moon
1 Magus of the Moon
1 Force of Negation
1 Stern Scolding
1 Unlicensed Hearse
1 Fable of the Mirror-Breaker
"
560,561,354590,763062,3-4-0,SamD6,Boros Hammer,"Deck
4 Sigarda's Aid
4 Forge Anew
1 Kaldra Compleat
1 Shadowspear
2 Springleaf Drum
4 Colossus Hammer
4 Esper Sentinel
2 Ornithopter
1 Puresteel Paladin
4 Goblin Engineer
4 Stoneforge Mystic
4 Urza's Saga
2 Sacred Foundry
2 Gemstone Caverns
2 Inkmoth Nexus
3 Marsh Flats
3 Inspiring Vantage
3 Arid Mesa
3 Plains
1 Pithing Needle
1 Temple Garden
1 Haywire Mite
1 Soulless Jailer
1 Phyrexian Dragon Engine
1 Nettlecyst
1 Chalice of the Void

Sideboard
1 Cataclysmic Gearhulk
1 Damping Sphere
2 Strict Proctor
3 Cursed Totem
2 March of Otherworldly Light
2 Drannith Magistrate
4 Surge of Salvation
"
561,562,358392,863874,3-4-0,Liam Kerrigan,Mono-Blue Affinity,"Deck
1 Aether Spellbomb
2 Candy Trail
4 Darksteel Citadel
2 Force of Negation
1 Haywire Mite
3 Island
4 Memnite
1 Metallic Rebuke
1 Mistvault Bridge
3 Moonsnare Prototype
3 Nettlecyst
4 Ornithopter
1 Otawara, Soaring City
1 Pithing Needle
1 Shadowspear
1 Silverbluff Bridge
1 Spire of Industry
4 Springleaf Drum
4 Tanglepool Bridge
4 Thought Monitor
4 Thoughtcast
4 Urza, Lord High Artificer
4 Urza's Saga
1 Waterlogged Grove
1 Welding Jar

Sideboard
3 Damping Sphere
1 Force of Negation
2 Haywire Mite
2 Metallic Rebuke
1 Pithing Needle
3 Soulless Jailer
2 Stern Scolding
1 Tormod's Crypt
"
